Workload,Run,TraceSize,Status,ExecTime,Instr,Cycles,IPC,NumBr,MispBr,BrPerCyc,MispBrPerCyc,MR,MPKI,CycWP,CycWPAvg,CycWPPKI,50PercInstr,50PercCycles,50PercIPC,50PercNumBr,50PercMispBr,50PercBrPerCyc,50PercMispBrPerCyc,50PercMR,50PercMPKI,50PercCycWP,50PercCycWPAvg,50PercCycWPPKI,CSC preds,RUNLTS preds,CSC coverage,CSC accuracy,RUNLTS coverage,RUNLTS accuracy,UNIQUE PCS,FIRST TIME accuracy,CSC FIRST TIME coverage,CSC FIRST TIME accuracy,RUNLTS FIRST TIME coverage,RUNLTS FIRST TIME accuracy
infra,infra_12_trace,207.57365608215332,Pass,,50000052,19130765,2.6136,7862103,121884,0.4110,0.0064,1.5503%,2.4377,5104452,41.8796,102.0889,25000052,9174085,2.7251,3927069,60200,0.4281,0.0066,1.5329%,2.4080,2550169,42.3616,102.0065,0,7862103,0%,-nan%,100%,98.45%,11332,81.49%,0%,-nan%,100%,81.49%
infra,infra_4_trace,84.87091732025146,Pass,,40000016,28046599,1.4262,5988066,186868,0.2135,0.0067,3.1207%,4.6717,20433642,109.3480,510.8408,20000016,14009467,1.4276,2971304,91637,0.2121,0.0065,3.0841%,4.5818,10192766,111.2298,509.6379,0,5988066,0%,-nan%,100%,96.88%,975,72.62%,0%,-nan%,100%,72.62%
infra,infra_8_trace,54.09443473815918,Pass,,40000016,25607310,1.5621,7460282,58697,0.2913,0.0023,0.7868%,1.4674,17201587,293.0573,430.0395,20000016,12776688,1.5654,3730712,29253,0.2920,0.0023,0.7841%,1.4626,8574463,293.1140,428.7228,0,7460282,0%,-nan%,100%,99.21%,16,75%,0%,-nan%,100%,75%
infra,infra_7_trace,65.31903553009033,Pass,,40000016,30883310,1.2952,6716982,252089,0.2175,0.0082,3.7530%,6.3022,22960265,91.0800,574.0064,20000016,15876902,1.2597,3345402,107644,0.2107,0.0068,3.2177%,5.3822,11537979,107.1865,576.8985,0,6716982,0%,-nan%,100%,96.25%,248,57.66%,0%,-nan%,100%,57.66%
infra,infra_11_trace,209.36411476135254,Pass,,50000052,19835638,2.5207,7754708,117470,0.3909,0.0059,1.5148%,2.3494,5475356,46.6107,109.5070,25000052,10024680,2.4939,3881908,59527,0.3872,0.0059,1.5334%,2.3811,3060948,51.4212,122.4377,0,7754708,0%,-nan%,100%,98.49%,10530,81.91%,0%,-nan%,100%,81.91%
infra,infra_0_trace,94.09143447875977,Pass,,40000016,9859009,4.0572,5140781,113983,0.5214,0.0116,2.2172%,2.8496,3417477,29.9823,85.4369,20000016,4898711,4.0827,2582400,57636,0.5272,0.0118,2.2319%,2.8818,1720018,29.8428,86.0008,0,5140781,0%,-nan%,100%,97.78%,985,59.9%,0%,-nan%,100%,59.9%
infra,infra_6_trace,168.09687328338623,Pass,,64718349,16733366,3.8676,9187928,147703,0.5491,0.0088,1.6076%,2.2822,5162655,34.9529,79.7711,32718349,8597014,3.8058,5004718,76726,0.5821,0.0089,1.5331%,2.3450,3177855,41.4182,97.1276,0,9187928,0%,-nan%,100%,98.39%,9719,56.69%,0%,-nan%,100%,56.69%
infra,infra_9_trace,141.69822597503662,Pass,,50000052,30499009,1.6394,7203244,262535,0.2362,0.0086,3.6447%,5.2507,20958479,79.8312,419.1691,25000052,17856535,1.4001,3405201,178385,0.1907,0.0100,5.2386%,7.1354,15276559,85.6381,611.0611,0,7203244,0%,-nan%,100%,96.35%,11560,81.26%,0%,-nan%,100%,81.26%
infra,infra_10_trace,117.67702960968018,Pass,,50000052,19202855,2.6038,6548159,319021,0.3410,0.0166,4.8719%,6.3804,13953376,43.7381,279.0672,25000052,6884836,3.6312,3150015,153323,0.4575,0.0223,4.8674%,6.1329,4659311,30.3889,186.3721,0,6548159,0%,-nan%,100%,95.13%,827,81.98%,0%,-nan%,100%,81.98%
infra,infra_1_trace,175.13615703582764,Pass,,37799521,8630317,4.3799,4337669,40319,0.5026,0.0047,0.9295%,1.0667,1276652,31.6638,33.7743,19799521,3977968,4.9773,2263258,18910,0.5689,0.0048,0.8355%,0.9551,518715,27.4307,26.1984,0,4337669,0%,-nan%,100%,99.07%,4679,52.51%,0%,-nan%,100%,52.51%
