Workload,Run,TraceSize,Status,ExecTime,Instr,Cycles,IPC,NumBr,MispBr,BrPerCyc,MispBrPerCyc,MR,MPKI,CycWP,CycWPAvg,CycWPPKI,50PercInstr,50PercCycles,50PercIPC,50PercNumBr,50PercMispBr,50PercBrPerCyc,50PercMispBrPerCyc,50PercMR,50PercMPKI,50PercCycWP,50PercCycWPAvg,50PercCycWPPKI,CSC preds,RUNLTS preds,CSC coverage,CSC accuracy,RUNLTS coverage,RUNLTS accuracy,UNIQUE PCS,FIRST TIME accuracy,CSC FIRST TIME coverage,CSC FIRST TIME accuracy,RUNLTS FIRST TIME coverage,RUNLTS FIRST TIME accuracy
infra,infra_14_trace,118.4549331665039,Pass,,50000052,18748587,2.6669,6536492,323613,0.3486,0.0173,4.9509%,6.4723,13671455,42.2463,273.4288,25000052,6853620,3.6477,3156210,152636,0.4605,0.0223,4.8361%,6.1054,4633551,30.3569,185.3417,3102298,3434194,47.46%,99.99%,52.54%,90.58%,839,-nan%,100%,80.81%,0%,-nan%
infra,infra_2_trace,221.61112022399902,Pass,,47546686,11095359,4.2853,5818731,45671,0.5244,0.0041,0.7849%,0.9606,1206541,26.4181,25.3759,24546686,4603750,5.3319,2997214,21243,0.6510,0.0046,0.7088%,0.8654,442713,20.8404,18.0356,361471,5457260,6.212%,99%,93.79%,99.23%,4703,-nan%,100%,52.14%,0%,-nan%
infra,infra_13_trace,139.63556957244873,Pass,,50000052,21546348,2.3206,6532412,270660,0.3032,0.0126,4.1433%,5.4132,14793244,54.6562,295.8646,25000052,10225727,2.4448,3378036,115221,0.3303,0.0113,3.4109%,4.6088,5735137,49.7751,229.4050,3429945,3102467,52.51%,99.93%,47.49%,91.35%,9866,-nan%,100%,82.22%,0%,-nan%
infra,infra_5_trace,58.871103286743164,Pass,,40000016,35276888,1.1339,7268207,95373,0.2060,0.0027,1.3122%,2.3843,27299224,286.2364,682.4803,20000016,22429312,0.8917,3539219,65923,0.1578,0.0029,1.8626%,3.2961,18650837,282.9185,932.5411,3551727,3716480,48.87%,100%,51.13%,97.44%,156,-nan%,100%,57.05%,0%,-nan%
infra,infra_15_trace,101.22027969360352,Pass,,50000052,36716833,1.3618,6957507,478092,0.1895,0.0130,6.8716%,9.5618,32267990,67.4933,645.3591,25000052,7091997,3.5251,3466846,186282,0.4888,0.0263,5.3732%,7.4513,4841689,25.9912,193.6672,3178280,3779227,45.68%,99.99%,54.32%,87.36%,547,-nan%,100%,78.98%,0%,-nan%
infra,infra_3_trace,83.57435989379883,Pass,,40000016,8603646,4.6492,5433078,90639,0.6315,0.0105,1.6683%,2.2660,2052927,22.6495,51.3232,20000016,4300242,4.6509,2737308,46167,0.6365,0.0107,1.6866%,2.3083,1075026,23.2856,53.7513,2670891,2762187,49.16%,99.98%,50.84%,96.74%,1027,-nan%,100%,57.16%,0%,-nan%
infra,infra_12_trace,207.57365608215332,Pass,,50000052,19109984,2.6164,7862103,120977,0.4114,0.0063,1.5387%,2.4195,5085480,42.0368,101.7095,25000052,9167900,2.7269,3927069,59921,0.4283,0.0065,1.5258%,2.3968,2550173,42.5589,102.0067,4979427,2882676,63.33%,99.95%,36.67%,95.9%,11332,-nan%,100%,82.47%,0%,-nan%
infra,infra_4_trace,84.87091732025146,Pass,,40000016,28050470,1.4260,5988066,186948,0.2135,0.0067,3.1220%,4.6737,20440981,109.3405,511.0243,20000016,14013920,1.4272,2971304,91665,0.2120,0.0065,3.0850%,4.5832,10200338,111.2784,510.0165,784470,5203596,13.1%,99.93%,86.9%,96.42%,975,-nan%,100%,68.21%,0%,-nan%
infra,infra_8_trace,54.09443473815918,Pass,,40000016,25609382,1.5619,7460282,58705,0.2913,0.0023,0.7869%,1.4676,17203418,293.0486,430.0853,20000016,12776695,1.5654,3730712,29253,0.2920,0.0023,0.7841%,1.4626,8574347,293.1100,428.7170,2615409,4844873,35.06%,100%,64.94%,98.79%,16,-nan%,100%,56.25%,0%,-nan%
infra,infra_7_trace,65.31903553009033,Pass,,40000016,30881211,1.2953,6716982,251555,0.2175,0.0081,3.7451%,6.2889,22967829,91.3034,574.1955,20000016,15861801,1.2609,3345402,107111,0.2109,0.0068,3.2017%,5.3555,11529895,107.6444,576.4943,157944,6559038,2.351%,99.87%,97.65%,96.17%,248,-nan%,100%,57.26%,0%,-nan%
infra,infra_11_trace,209.36411476135254,Pass,,50000052,19840615,2.5201,7754708,117442,0.3909,0.0059,1.5145%,2.3488,5499593,46.8282,109.9917,25000052,10026638,2.4934,3881908,59627,0.3872,0.0059,1.5360%,2.3851,3077841,51.6182,123.1134,4949853,2804855,63.83%,99.95%,36.17%,95.9%,10530,-nan%,100%,82.84%,0%,-nan%
infra,infra_0_trace,94.09143447875977,Pass,,40000016,9861229,4.0563,5140781,114167,0.5213,0.0116,2.2208%,2.8542,3410242,29.8706,85.2560,20000016,4898964,4.0825,2582400,57618,0.5271,0.0118,2.2312%,2.8809,1716867,29.7974,85.8433,2071177,3069604,40.29%,99.97%,59.71%,96.3%,985,-nan%,100%,59.8%,0%,-nan%
infra,infra_6_trace,168.09687328338623,Pass,,64718349,16760224,3.8614,9187928,149033,0.5482,0.0089,1.6221%,2.3028,5200931,34.8978,80.3625,32718349,8601763,3.8037,5004718,76850,0.5818,0.0089,1.5356%,2.3488,3187719,41.4798,97.4291,1318890,7869038,14.35%,99.53%,85.65%,98.19%,9719,-nan%,100%,57.17%,0%,-nan%
infra,infra_9_trace,141.69822597503662,Pass,,50000052,30549703,1.6367,7203244,261908,0.2358,0.0086,3.6360%,5.2382,21019289,80.2545,420.3853,25000052,17914186,1.3955,3405201,177991,0.1901,0.0099,5.2270%,7.1196,15345503,86.2151,613.8188,4442712,2760532,61.68%,99.94%,38.32%,90.61%,11560,-nan%,100%,82.32%,0%,-nan%
infra,infra_10_trace,117.67702960968018,Pass,,50000052,19198298,2.6044,6548159,318955,0.3411,0.0166,4.8709%,6.3791,13952662,43.7449,279.0529,25000052,6881805,3.6328,3150015,153177,0.4577,0.0223,4.8627%,6.1271,4656528,30.3997,186.2607,3131800,3416359,47.83%,99.99%,52.17%,90.67%,827,-nan%,100%,81.38%,0%,-nan%
